title,url,servings,prepTime,cookTime,totalTime,ingredients,directions,nutrition_calories,nutrition_total_fat,nutrition_saturated_fat,nutrition_cholesterol,nutrition_sodium,nutrition_total_carbohydrate,nutrition_dietary_fiber,nutrition_total_sugars,nutrition_protein,nutrition_vitamin_c,nutrition_calcium,nutrition_iron,nutrition_potassium
German Rouladen,https://www.allrecipes.com/recipe/25194/german-rouladen/,6,20m,1h 10m,1h 30m,"1.5 pounds flank steak | German stone ground mustard, to taste | 0.5 pound thick sliced bacon | 2 large onions, sliced | 1 (16 ounce) jar dill pickle slices | 2 tablespoons butter | 2.5 cups water | 1 cube beef bouillon","2. Cut the flank steak into thin filets; about 1/4 inch thick and 3 inches wide. | 3. Generously spread one side of each filet with mustard to taste. Place bacon, onions and pickle slices on each filet and form into a roll. Use string or toothpicks to hold the roll together. | 4. Heat a skillet over medium heat and melt butter. Place the rolls in the butter and saute until browned. | 5. Pour in 2 1/2 cups of water and add the bouillon cube; stirring to dissolve the bouillon cube. Simmer the rolls for about an hour.",264kcal,17g,8g,59mg,1450mg,8g,2g,4g,19g,4mg,23mg,2mg,405mg
Shrimp with Lobster Sauce,https://www.allrecipes.com/recipe/57716/shrimp-with-lobster-sauce/,4,5m,20m,25m,"1.5 teaspoons cornstarch | 2 teaspoons cooking sherry | 1 pound medium shrimp - peeled and deveined | 0.25 cup vegetable oil | 2 cloves garlic, minced | 0.25 pound ground pork | 1 cup water | 2 tablespoons soy sauce | 0.25 teaspoon sugar | 0.5 teaspoon salt | 0.25 cup cold water | 1.5 tablespoons cornstarch | 1 large egg, beaten","2. Dissolve 1 1/2 teaspoons cornstarch in sherry in a medium bowl. Add shrimp and toss to coat. | 3. Heat oil in a wok over medium-high heat. Add shrimp and stir-fry until pink, 3 to 5 minutes. Use a slotted spoon to transfer shrimp to a plate; leave as much oil in the wok as possible. | 4. Add garlic to the wok and stir-fry for a few seconds, then add ground pork. Stir-fry until pork is no longer pink, 3 to 5 minutes. | 5. Mix 1 cup water, soy sauce, sugar, and salt together in a small bowl; pour into the wok and stir to combine. Bring to a boil, then cover, reduce the heat to medium, and simmer for about 2 minutes. | 6. Whisk 1/4 cup cold water and 1 1/2 tablespoons cornstarch together in a small bowl; pour into the wok. Add shrimp and bring to a simmer. Drizzle beaten egg into the wok, stirring quickly as it cooks. Serve immediately.",308kcal,20g,4g,237mg,989mg,5g,0g,0g,26g,3mg,52mg,3mg,274mg
Butterkuchen,https://www.allrecipes.com/recipe/17402/butterkuchen/,24,1h 30m,30m,2h 0m,2 (.25 ounce) packages dry yeast | 0.5 cup water | 0.75 cup milk | 0.5 cup white sugar | 1 teaspoon salt | 0.5 cup butter | 4 cups all-purpose flour | 3 eggs | 0.5 cup butter | 1 cup white sugar | 0.5 teaspoon ground cinnamon,"2. Butter a 9x13 inch pan and set aside. In a small mixing bowl, dissolve yeast in warm water. Let stand until creamy, about 10 minutes. Place milk, 1/2 cup sugar, salt and 1/2 cup butter in saucepan. Heat until sugar dissolves and butter melts. Cool to lukewarm. Add dissolved yeast and set aside. | 3. In large bowl combine flour, eggs and yeast mixture. Stir until smooth and blended. Pour into a buttered 9x13 inch pan, spreading dough evenly. Let rise in warm place for 45 minutes. Meanwhile, preheat oven to 375 degrees F (190 degrees C). | 4. In a small bowl, combine 1/2 cup butter, 1 cup sugar and 1/2 teaspoon cinnamon. mix together and sprinkle over the dough. Bake in preheated oven for 30 minutes, or until the top is golden and syrupy.",207kcal,9g,5g,44mg,164mg,29g,1g,13g,4g,not provided,19mg,1mg,56mg
Wiener Schnitzel,https://www.allrecipes.com/recipe/78117/wienerschnitzel/,4,15m,15m,1h 30m,1.5 pounds veal cutlets | 0.5 cup all-purpose flour | 2 large eggs | 3 tablespoons grated Parmesan cheese | 2 tablespoons milk | 1 teaspoon minced parsley | 0.5 teaspoon salt | 0.25 teaspoon pepper | 1 pinch ground nutmeg | 1 cup dry bread crumbs | 6 tablespoons butter | 4 slices lemon,"2. Place veal cutlets between 2 sheets of heavy plastic on a solid, level surface. Firmly pound cutlets with the smooth side of a meat mallet to a 1/4-inch thickness. Dip cutlets in flour to coat; shake off excess. | 3. Beat eggs, Parmesan cheese, milk, parsley, salt, pepper, and nutmeg together in a shallow bowl until combined. Place bread crumbs on a plate. | 4. Dip each cutlet into the egg mixture, then press in bread crumbs to coat. Place coated cutlets on a plate and refrigerate for 1 hour to overnight. | 5. Melt butter in a large skillet over medium heat. Cook breaded cutlets in butter until browned, about 3 minutes per side. Transfer cutlets to a serving platter and pour pan juices over them. Garnish with lemon slices.",515kcal,29g,16g,230mg,782mg,34g,2g,2g,29g,not provided,not provided,not provided,not provided
Cucumber and Avocado Sushi,https://www.allrecipes.com/recipe/99204/cucumber-and-avocado-sushi/,6,35m,25m,1h 5m,"1.25 cups water | 1 cup uncooked glutinous white rice (sushi rice) | 3 tablespoons rice vinegar | 1 pinch salt | 4 sheets nori (dry seaweed) | 0.5 medium cucumber, sliced into thin strips | 1 medium avocado - peeled, pitted and sliced","2. Combine water and rice in a saucepan and bring to a boil. Cover, reduce the heat to low, and simmer until rice is tender and water has been absorbed, about 20 minutes. Remove from the heat, stir in vinegar and salt, and set aside to cool for at least 5 minutes. | 3. Cover a bamboo sushi mat with plastic wrap to keep rice from sticking. Place one nori sheet over the plastic. Spread rice evenly onto nori sheet, leaving about a 1/2 inch uncovered at the bottom. Arrange cucumber and avocado across the center of the rice. Lift the mat, roll over cucumber and avocado once, and press down. Unroll, then roll again towards the uncovered end of the nori to make a long roll. Seal roll with a little water if necessary. Repeat to make remaining rolls. | 4. Use a sharp, wet knife to slice each roll into 6 pieces.",171kcal,5g,1g,not provided,6mg,29g,3g,1g,3g,5mg,11mg,1mg,217mg
My Big Fat Greek Salad,https://www.allrecipes.com/recipe/267974/my-big-fat-greek-salad/,4,20m,not provided,1h 10m,"2 large English cucumbers | 1 pinch kosher salt | 2 cups cherry tomatoes | 0.25 red onion | 0.5 red bell pepper | 0.5 cup pitted Kalamata olives | 0.5 cup pitted green olives | 2 tablespoons minced fresh oregano | salt and freshly ground black pepper to taste | 1 pinch cayenne pepper, or to taste | 0.25 cup red wine vinegar, or to taste | 0.33333334326744 cup olive oil, or to taste | 1 (4 ounce) package feta cheese, diced, divided | 1 teaspoon minced fresh oregano, or to taste","2. Peel off a few strips of cucumber skin using a channel knife, creating a striped pattern. Cut cucumbers in half crosswise. Cut each half into quarters before cutting into 1/4- to 1/2-inch slices. Place into a colander; toss with some kosher salt and let sit for 10 to 15 minutes. | 3. Meanwhile, cut cherry tomatoes in half. Rinse cucumbers; drain thoroughly for 10 to 15 minutes more. | 4. While cucumbers are draining, slice onion thinly. Cut bell pepper into strips. Turn knife diagonally and cut strips into diamond-shaped pieces. Slice Kalamata and green olives. | 5. Combine cucumbers, tomatoes, onion, bell pepper, olives, and 2 tablespoons oregano in a bowl. Season with salt, black pepper, and cayenne. Sprinkle in vinegar and toss thoroughly. Drizzle in olive oil. Add about 2/3 of the feta cheese and toss again. Cover with plastic wrap and refrigerate for 30 to 60 minutes. | 6. Give the salad another mix. Taste and season as desired. Scatter remaining feta cheese on top and garnish with remaining oregano.",352kcal,32g,8g,25mg,1250mg,13g,3g,2g,6g,39mg,195mg,1mg,472mg
Pork and Chicken Adobo,https://www.allrecipes.com/recipe/76455/pork-and-chicken-adobo/,4,20m,55m,3h 15m,"1.25 pounds boneless pork loin roast, cut into 2-inch pieces | 1.25 pounds boneless, skinless chicken thighs, trimmed and cut into 2-inch pieces | 2 tablespoons crushed garlic | 2 bay leaves, torn | freshly ground black pepper | 1 cup white vinegar | 0.25 cup soy sauce | 1 tablespoon vegetable oil | 2 cloves garlic, smashed","2. Place pork and chicken into a stock pot. Rub with crushed garlic and torn bay leaf, season lightly with pepper, and coat with vinegar and soy sauce. Cover, and marinate in the refrigerator at least 2 hours or overnight. | 3. Bring meat and marinating liquid to a boil in a cast iron casserole or Dutch oven. Reduce heat to a simmer and cook until meat is tender, about 30 minutes. If necessary, add water to prevent sauce from drying out. | 4. Strain liquid from meat and set aside; discard bay leaves. Heat 1 tablespoon oil in a large skillet over medium-high heat. Brown the pork and chicken on all sides; reduce heat and stir in remaining 2 cloves of smashed garlic. Cook and stir for 2 minutes more. Pour in reserved cooking liquid, and continue simmering until sauce is slightly thickened. Serve hot.",551kcal,37g,11g,186mg,2214mg,4g,1g,0g,49g,6mg,50mg,not provided,655mg
Halloumi Cheese Fingers,https://www.allrecipes.com/recipe/166667/halloumi-cheese-fingers/,2,5m,5m,10m,"0.5 tablespoon olive oil | 6 ounces halloumi cheese, cut into 1/2 inch thick sticks | 2 teaspoons fresh lemon juice | 0.25 teaspoon dried oregano | black pepper to taste","2. Gather all ingredients. | 3. Heat olive oil in a skillet over medium heat. Add halloumi sticks and cook until the cheese turns light golden brown, 1 to 2 minutes. | 4. Sprinkle with lemon juice, oregano, and pepper to serve.",299kcal,25g,13g,64mg,936mg,3g,0g,0g,18g,3mg,6mg,0mg,16mg
"Velveting Chicken Breast, Chinese Restaurant Style",https://www.allrecipes.com/recipe/261452/velveting-chicken-breast-chinese-restaurant-style/,4,10m,10m,50m,"1 large egg white | 1 tablespoon Chinese rice vinegar | 1 tablespoon cornstarch | 1 teaspoon kosher salt | 1 pound skinless, boneless chicken breast, thinly sliced | 8 cups water | 1 tablespoon peanut oil","2. Whisk together egg white, vinegar, cornstarch, and salt in a large bowl until smooth. Add sliced chicken; mix to coat thoroughly. Cover with plastic wrap and marinate in the refrigerator for 30 minutes. | 3. Bring water and oil to a boil in a pot over high heat. Reduce heat to medium. | 4. Remove chicken from the marinade and shake off excess; discard remaining marinade. Add chicken to boiling water and cook until just white on the outside but not completely cooked through, about 1 minute. | 5. Drain chicken and finish cooking in a hot oiled wok or skillet until no longer pink in the center and the juices run clear, or store parboiled chicken in the refrigerator in a sealed container until ready to use, up to a few hours.",156kcal,6g,1g,58mg,556mg,2g,not provided,0g,23g,not provided,25mg,1mg,160mg
Filipino Lumpia,https://www.allrecipes.com/recipe/32010/filipino-lumpia/,6,1h 0m,10m,1h 10m,1 (12 ounce) package lumpia wrappers | 1 pound ground beef | 0.5 pound ground pork | 0.33333334326744 cup finely chopped onion | 0.33333334326744 cup finely chopped green bell pepper | 0.33333334326744 cup finely chopped carrot | 1 quart oil for frying,"2. Thaw lumpia wrappers if frozen. Lay several wrappers on a clean, dry surface and cover with a damp towel to prevent wrappers from drying out. | 3. Mix beef, pork, onion, green pepper, and carrot together in a medium bowl. Place about 2 tablespoons of meat mixture along center of wrapper. Do not overstuff wrappers or they will burn before meat is cooked. Fold one edge of wrapper over filling. Fold outer edges in slightly, then roll into a closed cylinder. Wet finger with water and moisten outer edge to seal. Repeat with remaining wrappers and filling, keeping finished lumpia covered to prevent drying. | 4. Heat oil in a 9-inch skillet on medium to medium-high heat until oil reaches 365 to 375 degrees F (170 to 175 degrees C). Fry 3 to 4 lumpia at a time, turning in oil until nicely browned, about 2 to 3 minutes per side. Drain on paper towels. | 5. Cut each lumpia into thirds for parties, and serve with banana ketchup, if you like.",550kcal,31g,8g,75mg,60mg,43g,1g,1g,25g,8mg,17mg,2mg,273mg
Kheer (Rice Pudding),https://www.allrecipes.com/recipe/74203/kheer-rice-pudding/,4,5m,30m,35m,"2 cups coconut milk | 2 cups milk | 3 tablespoons white sugar | 0.5 cup basmati rice | 0.25 cup raisins | 0.5 teaspoon ground cardamom | 0.5 teaspoon rose water | 0.25 cup sliced almonds, toasted | 0.25 cup chopped pistachio nuts","2. Bring coconut milk, milk, and sugar to a boil in a large saucepan over medium heat. Add rice, reduce the heat to low, and simmer until mixture thickens and rice is tender, about 20 minutes. | 3. Stir in raisins, cardamom, and rose water; cook for a few more minutes. Ladle into serving bowls and garnish with almonds and pistachios.",513kcal,33g,24g,10mg,99mg,48g,3g,22g,11g,2mg,195mg,4mg,627mg
Perfect Pot Stickers,https://www.allrecipes.com/recipe/261153/perfect-pot-stickers/,6,25m,5m,1h 0m,"1 pound ground pork | 4 cloves minced garlic | 0.5 cup finely chopped green onions | 3 tablespoons very finely minced fresh ginger | 2 tablespoons soy sauce | 1 teaspoon soy sauce | 1 teaspoon sesame oil | 1 pinch cayenne pepper | 1.5 cups finely chopped green cabbage | 2.5 cups all-purpose flour, or more as needed | 0.75 teaspoon kosher salt | 1 cup hot water, about 130 -150 F (55-65 C) | 0.25 cup seasoned rice vinegar | 0.25 cup soy sauce | 6 tablespoons vegetable oil for frying, or as needed - divided | 8 tablespoons water for steaming, divided","2. To make the filling: Place ground pork, green onions, garlic, ginger, 2 tablespoon plus 1 teaspoon soy sauce, sesame oil, and cayenne in a mixing bowl. Top with chopped green cabbage. Mix with fork until thoroughly combined. Tamp down lightly; cover with plastic. Refrigerate until chilled, about an hour. | 3. To make the dough: Place 2 ½ cups of flour and kosher salt in a mixing bowl. Slowly pour in hot water. Stir with a wooden spoon until mixture forms a shaggy dough. Flour your hands and transfer dough to a work surface. Knead dough until it becomes smooth and elastic, about 3 to 5 minutes. If dough seems too sticky, sprinkle with a bit more flour, up to an additional 1/2 cup, and continue to knead. Wrap dough ball in plastic, and let it rest about 30 minutes. | 4. When dough has rested, divide into 4 equal pieces. Cover 3 pieces with a dish cloth while you work the first piece. Roll into a small log about the thickness of a thumb, about 3/4 inch. Divide each log into 6 equal pieces. Roll each piece into a thin 3 ½-inch circle on a lightly floured surface to form the pot sticker wrappers. Repeat with the remaining dough pieces. | 5. Lightly moisten the edges of a wrapper with your wet finger. Place a small scoop of the ground pork mixture onto the center of a wrapper. Fold up the 2 sides and pinch together in the center. Pinch together the remaining edges, forming &#34;pleats&#34; along one side. Tap the pot sticker on the work surface to slightly flatten the bottom; form a slight curve in it so it stands upright in the pan. Transfer to a well-floured plate. Repeat with remaining dough and filling. | 6. To make the dipping sauce: Mix seasoned rice vinegar and soy sauce together in a small mixing bowl. Set aside. | 7. Heat oil in skillet over medium-high heat. Place about 6 or 7 pot stickers in the hot oil, flat-side down. Cook until bottoms are golden brown, about 2 minutes. Drizzle in water and quickly cover the pan; steam for 3 minutes. Uncover; reduce heat to medium. Continue cooking until water evaporates and bottoms are browned and crunchy, 1 or 2 minutes. Transfer to a warm serving dish. Repeat with remaining pot stickers. | 8. Serve dumplings with dipping sauce.",439kcal,19g,6g,55mg,1453mg,46g,2g,4g,20g,not provided,not provided,not provided,not provided
