title,original_ingredients,standardized_ingredients
Perfect Pot Stickers,"pork, garlic, green onions, ginger, soy sauce, soy sauce, sesame oil, cayenne pepper, green cabbage, all-purpose flour, kosher salt, water, rice vinegar, soy sauce, vegetable oil, water","pork, garlic, green onion, ginger, soy sauce, sesame oil, cayenne pepper, green cabbage, all purpose flour, kosher salt, water, rice vinegar, vegetable oil"
Chocolate Babka,"milk, butter, bread flour, all-purpose flour, active dry yeast, sugar, water, egg, salt, semisweet chocolate, cinnamon, white sugar, butter, confectioners' sugar, all-purpose flour, butter, egg, water","milk, butter, bread flour, all purpose flour, active dry yeast, sugar, water, egg, salt, semisweet chocolate, cinnamon, white sugar, confectioners sugar"
South African Malvapoeding (Marshmallow Pudding),"milk, butter, distilled white vinegar, cake flour, baking soda, salt, superfine sugar, eggs, apricot jelly, heavy cream, butter, sugar, water, orange juice, or sherry","milk, butter, distilled white vinegar, cake flour, baking soda, salt, superfine sugar, egg, apricot jelly, heavy cream, sugar, water, orange juice, sherry"
Indian Lassi,"cubes, yogurt, water, ice, white sugar, salt","yogurt, water, ice, white sugar, salt"
Instant Pot Thai Chicken Soup,"carrots, red bell pepper, shiitake mushrooms, chicken breasts, Thai red curry paste, sugar, Swanson® Chicken Broth, coconut milk, lime juice, lime zest, cilantro","carrot, red bell pepper, shiitake mushroom, chicken breast, thai red curry paste, sugar, chicken broth, coconut milk, lime juice, lime zest, cilantro"
Fatayer (Lebanese Meat Pies),"vegetable oil, round steak, onion, parsley, bread dough, butter","vegetable oil, round steak, onion, parsley, bread dough, butter"
Golabki (Stuffed Cabbage Rolls),"cabbage, butter, onion, beef, pork, rice, garlic, salt, black pepper, condensed tomato soup, tomato juice, ketchup","cabbage, butter, onion, beef, pork, rice, garlic, salt, black pepper, condensed tomato soup, tomato juice, ketchup"
Taramosalata,"bread, cover, olive oil, onion, lemon, tarama","bread, olive oil, onion, lemon, tarama"
Portuguese Bean Soup II Recipe,"Portuguese sausage, ham hocks, onion, water, carrots, potatoes, cabbage, tomato sauce, kidney beans, macaroni","portuguese sausage, ham hock, onion, water, carrot, potato, cabbage, tomato sauce, kidney bean, macaroni"
Jan Hagel Cookies,"butter, sugar, all-purpose flour, cinnamon, egg, water, walnuts","butter, sugar, all purpose flour, cinnamon, egg, water, walnut"
Butterkuchen,"dry yeast, water, milk, sugar, salt, butter, all-purpose flour, eggs, butter, sugar, cinnamon","dry yeast, water, milk, sugar, salt, butter, all purpose flour, egg, cinnamon"
Finnish-American Flatbread,"water, sugar, active dry yeast, whole wheat flour, whole rye flour, salt, bread flour, butter","water, sugar, active dry yeast, whole wheat flour, whole rye flour, salt, bread flour, butter"
Korean Hot Wings,"soy sauce, dark brown sugar, ketchup, barbeque sauce, garlic, rice wine vinegar, chile-garlic sauce, black pepper, sesame oil, ginger, cornstarch, water, peanut oil, chicken wings, lemon-pepper seasoning","soy sauce, dark brown sugar, ketchup, barbecue sauce, garlic, rice wine vinegar, chile garlic sauce, black pepper, sesame oil, ginger, cornstarch, water, peanut oil, chicken wing, lemon pepper seasoning"
Russian Sour Cream Cake,"eggs, sugar, all-purpose flour, all-purpose flour, sour cream, sugar, lemon juice","egg, sugar, all purpose flour, sour cream, lemon juice"
Caldo Verde (Portuguese Sausage Kale Soup),"linguica sausage, olive oil, onion, salt, russet potatoes, salt, chicken broth or water, kale, cayenne pepper","linguica sausage, olive oil, onion, salt, russet potato, chicken broth, kale, cayenne pepper"
Bjarne&#39;s Norwegian Meatballs,"bread crumbs, milk, eggs, onion, ginger, salt, nutmeg, garlic, black pepper, ground beef, butter, onion, all-purpose flour, beef broth, heavy cream, cayenne pepper, white pepper","bread crumb, milk, egg, onion, ginger, salt, nutmeg, garlic, black pepper, ground beef, butter, all purpose flour, beef broth, heavy cream, cayenne pepper, white pepper"
Easy Three-Ingredient Gluten-Free German Christmas Coconut Cookies,"egg whites, sugar, unsweetened coconut flakes","egg white, sugar, unsweetened coconut flake"
Caldereta (Filipino Beef Stew),"vegetable oil, beef stew meat, garlic, water, pineapple juice, onion, tomato sauce, tomato paste, potatoes, red bell pepper, carrot, miniature cocktail sausages, pineapple chunks, ripe olives, bay leaves, hot pepper sauce","vegetable oil, beef stew meat, garlic, water, pineapple juice, onion, tomato sauce, tomato paste, potato, red bell pepper, carrot, miniature cocktail sausage, pineapple chunk, ripe olive, bay leaf, hot pepper sauce"
Korean Fried Chicken Sauce,"ketchup, onions, garlic, lemon, honey, chile-garlic sauce, red pepper flakes, black pepper, water, salt","ketchup, onion, garlic, lemon, honey, chile garlic sauce, red pepper flake, black pepper, water, salt"
Vegetable Banh Mi,"carrots, jicama, onion, rice vinegar, water, sugar, fish sauce, soy sauce, sriracha sauce, garlic powder, Chinese five-spice powder, portobello mushrooms, mayonnaise, hoagie rolls, cucumber, jalapeno pepper, cilantro, lime wedges","carrot, jicama, onion, rice vinegar, water, sugar, fish sauce, soy sauce, sriracha sauce, garlic powder, chinese five spice powder, portobello mushroom, mayonnaise, hoagie roll, cucumber, jalapeno pepper, cilantro, lime wedge"
Peruvian Chicken Soup (Aguadito de Pollo),"chicken breast halves, salt and pepper, olive oil, onion, garlic, serrano chile, cilantro, green peas, corn, red bell pepper, chicken broth, Yukon Gold potatoes, white rice","chicken breast half, salt, black pepper, olive oil, onion, garlic, serrano chile, cilantro, green pea, corn, red bell pepper, chicken broth, yukon gold potato, white rice"
Finnish Blueberry Pie,"white sugar, butter, egg, baking powder, all-purpose flour, milk, blueberries, white sugar","white sugar, butter, egg, baking powder, all purpose flour, milk, blueberry"
Korean Fried Chicken,"chicken thighs, onion, garlic, salt, black pepper, oil, cornstarch, self-rising flour, white sugar, black pepper, salt, water","chicken thigh, onion, garlic, salt, black pepper, cooking oil, cornstarch, self rising flour, white sugar, water"
German Zwiebelkuchen (Onion Pie),"onions, bacon, sour cream, egg, all-purpose flour, salt, caraway seed, pastry double crust pie","onion, bacon, sour cream, egg, all purpose flour, salt, caraway seed, double crust pie pastry"
Maple Butter Tarts,"tart shells, raisins, brown sugar, butter, eggs, maple syrup, all-purpose flour, vanilla extract, salt","tart shell, raisin, brown sugar, butter, egg, maple syrup, all purpose flour, vanilla extract, salt"
Portuguese Favas,"olive oil, onions, garlic, red pepper flakes, tomato sauce, water, parsley, salt, black pepper, paprika, fava beans","olive oil, onion, garlic, red pepper flake, tomato sauce, water, parsley, salt, black pepper, paprika, fava bean"
Homemade Tom Yum Soup,"vegetable broth, shrimp, limes, Thai chile peppers, lemongrass, ginger root, tom yum paste, fish sauce, sugar, chile sauce, baby bella mushrooms, green onions","vegetable broth, shrimp, lime, thai chile pepper, lemongrass, ginger root, tom yum paste, fish sauce, sugar, chile sauce, baby bella mushroom, green onion"
Chef John&#39;s Grilled Mojo Beef,"beef skirt steak, navel orange, limes, olive oil, garlic, kosher salt, cumin, black pepper, oregano, cayenne pepper, onion, cilantro, salt, Lime wedges","beef skirt steak, navel orange, lime, olive oil, garlic, salt, cumin, black pepper, oregano, cayenne pepper, onion, cilantro, salt"
Crispy Chinese Noodles,"egg roll wrappers, vegetable oil","egg roll wrapper, vegetable oil"
Bûche de Noël,"heavy cream, confectioners' sugar, unsweetened cocoa powder, vanilla extract, egg yolks, sugar, unsweetened cocoa powder, vanilla extract, salt, egg whites, sugar, confectioners' sugar for dusting","heavy cream, confectioners sugar, unsweetened cocoa powder, vanilla extract, egg yolk, sugar, salt, egg white"
Jamaican Plantain Tarts,"all-purpose flour, salt, butter, shortening, egg, water, plantains, sugar, vanilla extract, nutmeg, red food coloring, egg white, white sugar","all purpose flour, salt, butter, shortening, egg, water, plantain, sugar, vanilla extract, nutmeg, red food coloring, egg white, white sugar"
Baked Chicken In a Sweet BBQ Sauce,"barbecue sauce, soy sauce, red wine, maple syrup, chili powder, mustard powder, garlic powder, onion powder, cumin, chicken breast halves, cornstarch, water","barbecue sauce, soy sauce, red wine, maple syrup, chili powder, mustard powder, garlic powder, onion powder, cumin, chicken breast half, cornstarch, water"
Cuban Banana Casserole,"bananas, light brown sugar, butter, pecans, raisins, brandy","banana, light brown sugar, butter, pecan, raisin, brandy"
Nuoc Cham Sauce,"garlic, red pepper flakes, sugar, lime juice, fish sauce, water","garlic, red pepper flake, sugar, lime juice, fish sauce, water"
Sauerkraut Russian-Style,"cabbage, carrots, kosher salt, spring water, sugar","cabbage, carrot, salt, water, sugar"
Malaysian Nasi Lemak,"coconut milk, water, long grain rice, ginger, ginger, bay leaf, salt, oil, peanuts, white anchovies, eggs, cucumber, vegetable oil, onion, shallots, garlic, chile paste, water, white anchovies, tamarind juice, sugar, salt","coconut milk, water, long grain rice, ginger, bay leaf, salt, cooking oil, peanut, white anchovy, egg, cucumber, vegetable oil, onion, shallot, garlic, chile paste, tamarind juice, sugar"
Solianka (Russian Beef Soup),"mushrooms, water, butter, onions, veal, ham, kielbasa sausage, beef stock, bay leaves, black peppercorns, mushrooms, dill pickles, capers, tomatoes, tomato paste, all-purpose flour, kalamata olives, dill weed, dill pickle juice, garlic, Hungarian sweet paprika, marjoram, sour cream, lemon","mushroom, water, butter, onion, veal, ham, kielbasa sausage, beef stock, bay leaf, black peppercorn, dill pickle, caper, tomato, tomato paste, all purpose flour, kalamata olive, dill weed, dill pickle juice, garlic, paprika, marjoram, sour cream, lemon"
The Best Thai Coconut Soup,"vegetable oil, ginger, red curry paste, lemon grass, chicken broth, fish sauce, light brown sugar, coconut milk, shiitake mushrooms, shrimp, lime juice, salt, cilantro","vegetable oil, ginger, red curry paste, lemongrass, chicken broth, fish sauce, light brown sugar, coconut milk, shiitake mushroom, shrimp, lime juice, salt, cilantro"
Potato Klubb (Norwegian Potato Dumplings),"all-purpose flour, salt, baking powder, black pepper, potatoes, onion, ham, salt, butter","all purpose flour, salt, baking powder, black pepper, potato, onion, ham, butter"
Homemade Sushi Rolls,"sushi rice, dashi kombu, water, rice wine, sugar, salt, nori seaweed sheets, fillings","sushi rice, dashi kombu, water, rice wine, sugar, salt, nori seaweed sheet"
Arepas de Queso,"mozzarella cheese, white cornmeal, water, kosher salt, canola oil","mozzarella cheese, white cornmeal, water, salt, canola oil"
Tomato Bredie,"vegetable oil, lamb or mutton breast chops, cake flour, onion, tomatoes, white vinegar, bay leaves, beef bouillon, salt, brown sugar, white peppercorns, black pepper, Worcestershire sauce, potatoes","vegetable oil, lamb chop, cake flour, onion, tomato, white vinegar, bay leaf, beef bouillon, salt, brown sugar, white peppercorn, black pepper, worcestershire sauce, potato"
Steamed Vegan Rice Cakes (Banh Bo Hap),"rice flour, water, coconut milk, sugar, tapioca starch, active dry yeast, vanilla extract, salt, oil","rice flour, water, coconut milk, sugar, tapioca starch, active dry yeast, vanilla extract, salt, oil"
Authentic Paella,"white rice, chicken stock, garlic, parsley, curry powder, saffron threads, olive oil, onion, chicken, small shrimp, lobster tails, clams, mushrooms, green peas, mussels","white rice, chicken stock, garlic, parsley, curry powder, saffron thread, olive oil, onion, chicken, small shrimp, lobster tail, clam, mushroom, green pea, mussel"
Filipino Chicken Salad,"chicken breast, elbow macaroni, pineapple chunks, raisins, celery, apple, carrot, mayonnaise, sugar, seasoned salt","chicken breast, elbow macaroni, pineapple chunk, raisin, celery, apple, carrot, mayonnaise, sugar, seasoning salt"
Blinis,"milk, all-purpose flour, all-purpose flour, eggs, sugar, butter, beef stew meat, butter, onions, vegetable oil","milk, all purpose flour, all purpose flour, egg, sugar, butter, beef stew meat, butter, onion, vegetable oil"
Hard Do Bread,"sugar, active dry yeast, water, vegetable oil, margarine, salt, all-purpose flour","sugar, active dry yeast, water, vegetable oil, margarine, salt, all purpose flour"
Peruvian Pickled Onions (Salsa Criolla),"sea salt, onions, English cucumbers, tomato, rice vinegar, lime juice, white wine vinegar, jalapeno pepper, cilantro, olive oil, black pepper","sea salt, onion, english cucumber, tomato, rice vinegar, lime juice, white wine vinegar, jalapeno pepper, cilantro, olive oil, black pepper"
Japanese Agedashi Tofu,"firm silken tofu, water, light soy sauce, mirin, dashi granules, all-purpose flour, frying, onions","firm silken tofu, water, light soy sauce, mirin, dashi granule, all purpose flour, frying, onion"
Steelhead Trout Bake with Dijon Mustard,"spray, steelhead trout fillets, white wine, Dijon mustard, garlic, lemon juice, dill weed, lemon-pepper seasoning","cooking spray, steelhead trout fillet, white wine, dijon mustard, garlic, lemon juice, dill weed, lemon pepper seasoning"
Thai Red Curry Chicken Soup,"red curry paste, red bell pepper, onion, coconut milk, fish sauce, chicken stock, chicken, basmati rice, cilantro","red curry paste, red bell pepper, onion, coconut milk, fish sauce, chicken stock, chicken, basmati rice, cilantro"
Portuguese Pork and Clams,"white wine, garlic, oregano, salt, black pepper, bay leaves, cumin, pork loin, olive oil, onion, potatoes, cannellini beans, cayenne pepper, clams, parsley","white wine, garlic, oregano, salt, black pepper, bay leaf, cumin, pork loin, olive oil, onion, potato, cannellini bean, cayenne pepper, clam, parsley"
Quick Chinese-Style Vermicelli (Rice Noodles),"rice noodles, vegetable oil, garlic, soy sauce, chili sauce, salt and pepper, green onion","rice noodle, vegetable oil, garlic, soy sauce, chili sauce, salt, black pepper, green onion"
Russian Potato Salad,"potatoes, turkey hot dogs, eggs, dill pickles, green onions, baby peas, salt, mayonnaise","potato, turkey hot dog, egg, dill pickle, green onion, baby pea, salt, mayonnaise"
